,sample_size,p_threshold,pearson_r_pos,pearson_r_neg,spearman_rho_pos,spearman_rho_neg,r2_pos,r2_neg,mse_pos,mse_neg
0,200,0.01,0.25159879276402125,0.18491355200165321,0.369196729918248,0.19869796744918627,-6.635718212780343,-7.542571010356381,0.00017977108242567464,0.0001879713498798017
1,100,0.01,0.31237124754148693,0.23581708013195962,0.449072907290729,0.33730573057305724,-3.7471784823327905,-3.900248174634253,0.00017179076593943794,0.00018517740669775405
