,sample_size,p_threshold,pearson_r_pos,pearson_r_neg,spearman_rho_pos,spearman_rho_neg,r2_pos,r2_neg,mse_pos,mse_neg
0,50,0.01,0.3706548963362126,0.07343722671545497,0.4245378151260504,0.29728691476590635,-2.1109302258482656,-5.0461553882824015,0.00018465242268902684,0.0002329877725854676
